Week,Ad name,Campaign name,Creative Type,Campaign,Amount spent (INR),"CPM (cost per 1,000 impressions) (INR)",QPs,CPQ,Cost per results,Purchases,Purchase ROAS (return on ad spend),RPL,Hook Rate,Hold Rate,Impressions,Frequency,Link clicks,CPC (cost per link click) (INR),CTR (link click-through rate),App Installs
10/20/2025,Vaun Puja Carousel,Prospects High Income Nov-25,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Take Charge Vansh Film 8,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Wedding B Roll,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,30 DMBG,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Shishir Script 1,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/24/2025,Take Charge Vansh Film 8,BAU-Prospects Open Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Dyutima Lack Of Options,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Data Led Carousel 3,Test-Prospects F Bid Multiplier Sept 25,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Film 22 Free Chat Listicle India - Copy 2,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/10/2025,Seema Manoj P2C Script 3 Dec 2024,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Prospect 05 Static,Prospects Delhi NCR Nov 25,Static,Delhi,0,0,,,,,,,,,0,0,,,,
11/24/2025,Shalini Anirudh,Female Open QP Aug 2025,Video,Female,0,0,6,0,0,2,,92.83333,,,0,0,,,,3
11/24/2025,Wedding B Roll,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Free Chat Static 3 - Sep'22,Test-Female Open Multi CTP Oct 2025,Static,Female,0,0,,,,,,,,,0,0,,,,
10/27/2025,Wedding B Roll,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/27/2025,Neena 10s_ 30DRG,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/27/2025,Prospect 02 Static,Delhi NCR Prospect Feb 26,Static,Delhi,0,0,,,,,,,,,0,0,,,,
11/17/2025,Neena 10s_ 30DRG,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/10/2025,Jyoti 20s_Free Chat_20s,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Data Led Carousel 3,Prospects Bangalore Jan 26,Carousel,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Seema Manoj P2C Script 4 Jan'25,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Srilekha,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/6/2025,Neena 10s_ 30DRG,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/24/2025,Neena 10s_ 30DRG,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/20/2025,Sanjeev Privacy,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Data Led Carousel 2,Prospects Maharashtra+Gujarat Jan 26,Carousel,Maha+Guj,0,0,,,,,,,,,0,0,,,,
10/27/2025,Sanjeev Safety,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/24/2025,Prachi 30DRG,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/3/2025,Varun,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/27/2025,Vaibhav,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/20/2025,Mani_Free Chat_24s,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Seema Manoj P2C Script 4 Jan'25,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Aadya_CoupleListicle_26s,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/24/2025,Prospect 02 Static,Prospects Delhi NCR Nov 25,Static,Delhi,0,0,,,,,,,,,0,0,,,,
11/3/2025,"Prachee 25s_Listicle- 90 new matches, Free chat, 25 years trust",Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Prospect 05 Static,Prospects F-Paid Event Jan 2025,Static,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Muskan,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Neena 10s_ 30DRG,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Prospect 03 Static,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Static,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Neena 10s_ 30DRG,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
10/13/2025,Neena 10s Dinning Table,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Handshake Static,Prospects F-Paid Event Jan 2025,Static,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Shalini,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Nidhi 06,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Sanjeev Safety,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/24/2025,Seema Manoj P2C Script 3 Dec 2024,BAU-Prospects Open Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Seema Manoj P2C Script 4 Jan'25,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Data Led Carousel 2,Test-Prospects F Bid Multiplier Sept 25,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Seema Manoj P2C Script 5 Dec 2024,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/3/2025,Sanjeev 30 RDG,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Sanjeev Safety,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/24/2025,Handshake Static,Female Open QP Aug 2025,Static,Female,0,0,2,0,0,,,0,,,0,0,,,,1
11/24/2025,Radhika,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,3,0,,,,0,,,0,0,,,,
11/10/2025,Ayush Mehra Option 1 6 sec,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/27/2025,Helly 06,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/27/2025,Jyoti 20s_Free Chat_20s,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/27/2025,Srilekha,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/17/2025,Neena 20s Living Room,BAU-Female Open QP Oct 2025,Video,Female,0,0,1,0,0,,,0,,,0,0,,,,1
11/10/2025,Film 22 Free Chat Listicle India - Copy,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Data Led Carousel 1,Prospects Bangalore Jan 26,Carousel,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Prachi 30DRG,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Neena 10s Dinning Table,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/6/2025,Aadya_CoupleListicle_26s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/24/2025,Neena 20s AI powered_ Bedroom,Female Open QP Aug 2025,Video,Female,0,0,3,0,0,,,0,,,0,0,,,,2
10/20/2025,Parent 05 Static,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Static,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Data Led Carousel 1,Prospects Maharashtra+Gujarat Jan 26,Carousel,Maha+Guj,0,0,,,,,,,,,0,0,,,,
10/27/2025,Varun,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/24/2025,Prospect 04 Static,BAU-Female Open QP Oct 2025,Static,Female,0,0,,,,,,,,,0,0,,,,
11/3/2025,Anupriya,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/27/2025,Take Charge Varsha Film 6,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Mani_Free Chat_24s,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Take Charge Vansh Film 8,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Shipra_P2c_AI Matching_20s,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/24/2025,30 DMBG,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/3/2025,Varun,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Seema Manoj P2C Script 4 Jan'25,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Dyutima 2,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Shipra_P2c_AI Matching_20s,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Neena 20s Living Room,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,2,0,,,,0,,,0,0,,,,1
10/6/2025,Vaun Puja Carousel,Prospects Bangalore Jan 26,Carousel,Bangalore,0,0,,,,,,,,,0,0,,,,
10/13/2025,Neena 20s Dinning Table,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Prachi Free Chat,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Sanjeev Free Chat,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Prachi 30DRG,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,30 DMBG,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/24/2025,Handshake Static,BAU-Prospects Open Sept 25,Static,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Akshita Yamen-ST,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Static,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Data Led Carousel 1,Test-Prospects F Bid Multiplier Sept 25,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,23 HG Listicle,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/3/2025,Shalini,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Prospect 03 Static,Prospects Delhi NCR Nov 25,Static,Delhi,0,0,,,,,,,,,0,0,,,,
11/24/2025,Mumtaaz AI,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/24/2025,Helly 06,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,RJ Maann,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/27/2025,Akshita Yamen-ST,Delhi NCR Prospect Feb 26,Static,Delhi,0,0,,,,,,,,,0,0,,,,
10/27/2025,Anupriya,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/27/2025,Sanjeev 30 RDG,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/17/2025,Radhika,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/10/2025,Dyutima 2,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Preeti_Dog_Lover,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Varun,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Neena 10s_ 30DRG,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/6/2025,Pavit_90 New Matches_16s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/24/2025,Nidhi 06 â€“ Copy,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/20/2025,Film 22 Free Chat Listicle India - Copy,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Preeti_Dog_Lover,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
10/27/2025,Parent 05 Static,Delhi NCR Prospect Feb 26,Static,Delhi,0,0,,,,,,,,,0,0,,,,
11/24/2025,Prachi Free Chat,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/27/2025,Aadya_CoupleListicle_26s,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/27/2025,Nidhi 06,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Muskan,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Dyutima Lack Of Options,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Helly 06,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/24/2025,Take Charge Vansh Film 8,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/3/2025,Nidhi 06,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Dyutima Lack Of Options,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Anupriya,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/10/2025,Pavit_90 New Matches_16s,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/24/2025,Srilekha,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Mani_Free Chat_24s,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
10/13/2025,Shalini,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Prospect 02 Static,Prospects F-Paid Event Jan 2025,Static,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Neena 20s Dinning Table,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Prospect 05 Static,Prospects Bangalore Jan 26,Static,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Mani_Free Chat_24s,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/17/2025,Helly 06 â€“ Copy,BAU-Prospects Open Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Take Charge Varsha Film 6,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Preeti_Dog_Lover,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Shalini Anirudh,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/3/2025,Prachi Free Chat,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Varun,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/17/2025,Helly 06 â€“ Copy,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/17/2025,Shishir Script 1,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,30 DMBG,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/20/2025,Neena 10s Dinning Table,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/20/2025,Prospect 05 Static,Delhi NCR Prospect Feb 26,Static,Delhi,0,0,,,,,,,,,0,0,,,,
10/20/2025,Pavit_90 New Matches_16s,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/17/2025,Shipra_P2c_AI Matching_20s,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/10/2025,Film 22 Free Chat Listicle India - Copy,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Preeti_P2C_FreeChat_Fomo,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Muskan,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Sanjeev Free Chat,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/6/2025,Srilekha,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/17/2025,Mani_Free Chat_24s,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/13/2025,Akshita Yamen-ST,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Static,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Preeti_P2C_FreeChat_Fomo,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
10/27/2025,Shishir Script 1,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/17/2025,Nidhi 06 â€“ Copy,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/27/2025,Shishir Script 1,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/27/2025,Vaun Puja Carousel,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Parent 05 Static,Prospects High Income Nov-25,Static,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Prospect 03 Static,Prospects High Income Nov-25_Old,Static,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Akshita Yamen-ST,Prospects Bangalore Jan 26,Static,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Seema Manoj P2C Script 3 Dec 2024,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/27/2025,Vaun Puja Carousel,Prospects F-Paid Event Jan 2025,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
10/27/2025,Aadya_CoupleListicle_26s,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Vaun Puja Carousel,BAU-Female Open QP Oct 2025,Carousel,Female,0,0,,,,,,,,,0,0,,,,
11/10/2025,Aadya_CoupleListicle_26s,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Nidhi 06,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/6/2025,Srilekha,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
10/13/2025,Sanjeev Free Chat,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Radhika,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Mani_Free Chat_24s,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Seema Manoj P2C Script 3 Dec 2024,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/10/2025,Prospect 05 Static,Prospects Maharashtra+Gujarat Jan 26,Static,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/17/2025,Nidhi 06 â€“ Copy,BAU-Prospects Open Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Varun,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Preeti_P2C_FreeChat_Fomo,Test-Prospects F Bid Multiplier Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Female Chat 01 Static,BAU-Female Open QP Oct 2025,Static,Female,0,0,,,,,,,,,0,0,,,,
11/3/2025,Sanjeev Privacy,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Vaibhav,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/17/2025,Mumtaaz AI,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/17/2025,Vaibhav,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Shishir Script 1,Test-Female Open Multi CTP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/20/2025,Prachi Free Chat,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/20/2025,Vaun Puja Carousel,Delhi NCR Prospect Feb 26,Carousel,Delhi,0,0,,,,,,,,,0,0,,,,
10/20/2025,Mani_Free Chat_24s,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/17/2025,Neena 10s Dinning Table,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/10/2025,Shishir Script 1,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,"Prachee 25s_Listicle- 90 new matches, Free chat, 25 years trust",Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Prospect 03 Static,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Static,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Neena 20s AI powered_ Bedroom,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/6/2025,Vaun Puja Carousel,Prospects Maharashtra+Gujarat Jan 26,Carousel,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/10/2025,Mani_Free Chat_24s,Female Open QP Aug 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/13/2025,Neena 20s Living Room,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,"Jyoti 23s_Education,Qualification",Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
10/27/2025,Aadya_CoupleListicle_26s,Delhi NCR Prospect Feb 26,Video,Delhi,0,0,,,,,,,,,0,0,,,,
11/17/2025,Shishir Script 1,BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
10/27/2025,Wedding B Roll,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/27/2025,Aadya_CoupleListicle_26s,Test-Prospects F Bid Multiplier Nov 25-MultiCTP,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Prachi Free Chat,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Radhika,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Sanjeev Free Chat,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/17/2025,Dyutima Lack Of Options,Prospects Delhi NCR Nov 25,Video,Delhi,0,0,,,,,,,,,0,0,,,,
10/27/2025,Anupriya,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/27/2025,Mani_Free Chat_24s,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Video Ad Nov 23 - Parents - Nishi - 15 Sec (B),BAU-Female Open QP Oct 2025,Video,Female,0,0,,,,,,,,,0,0,,,,
11/10/2025,Srilekha,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Mumtaaz AI,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/6/2025,Anupriya,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
10/13/2025,Srilekha,Prospects High Income Nov-25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/3/2025,Helly 06,Prospects F-Paid Event Jan 2025,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/10/2025,Neena 20s Living Room,Prospects High Income Nov-25_Old,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Seema Manoj P2C Script 4 Jan'25,Prospects Bangalore Jan 26,Video,Bangalore,0,0,,,,,,,,,0,0,,,,
11/10/2025,Seema Manoj P2C Script 3 Dec 2024,Prospects Maharashtra+Gujarat Jan 26,Video,Maha+Guj,0,0,,,,,,,,,0,0,,,,
11/17/2025,Sanjeev Safety,BAU-Prospects Open Sept 25,Video,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Muskan,BAU-Prospects F Bid Multiplier Nov 25-MultiPurchase,Video,Prosp,0,0,,,,,,,,,0,0,,,,
10/13/2025,Success_Story_Ayushee_Saurabh,Test-Prospects F Bid Multiplier Sept 25,Carousel,Prosp,0,0,,,,,,,,,0,0,,,,
11/17/2025,Handshake Static,BAU-Female Open QP Oct 2025,Static,Female,0,0,,,,,,,,,0,0,,,,
